id_5cell,n_crashes,n_parks_rec_properties
Area-9789,0,0
Area-9790,8,0
Area-9791,1,0
Area-9792,0,0
Area-9793,1,0
Area-9794,0,1
Area-9795,0,0
Area-9796,1,0
Area-9797,1,0
Area-9798,13,0
Area-9799,0,1
Area-9800,0,0
Area-9801,0,0
Area-9802,0,0
Area-9803,0,0
Area-9804,0,0
Area-9805,0,0
Area-9806,0,1
Area-9807,7,0
Area-9808,0,0
Area-9809,3,0
Area-9810,0,0
Area-9811,0,0
Area-9812,0,2
Area-9813,0,1
Area-9814,0,0
Area-9815,0,0
Area-9816,2,0
Area-9817,11,0
Area-9818,0,0
Area-9819,0,1
Area-9820,0,1
Area-9821,0,0
Area-9822,0,0
